sst,sst_100
NA,NA
29.584246337413788,26.7994933873415
29.378429509699345,26.66032898426056
29.207770004868507,27.211859486997128
29.250984214246273,28.069551676511765
29.54396190494299,27.128360845148563
29.031250946223736,25.604144409298897
29.031983390450478,22.916074097156525
28.864253662526608,20.657948546111584
28.716299928724766,19.218695640563965
29.29932553321123,18.94695883244276
29.31910152733326,18.984313488006592
29.09497359395027,21.70827356725931
28.585192412137985,23.0698873847723
28.606433294713497,22.04739524424076
27.829309970140457,21.211676381528378
27.54805138707161,20.720938749611378
27.091738633811474,14.733207195997238
26.195959344506264,12.12057863920927
26.555589459836483,12.213599056005478
29.677266754209995,27.072695083916187
29.618671216070652,27.18402660638094
29.36817529052496,26.813409827649593
29.497817918658257,26.52116458117962
29.653096094727516,28.23947873711586
29.300790421664715,26.91375468671322
29.07007049024105,25.792382575571537
29.138187803328037,24.377300329506397
29.018799394369125,20.547349467873573
28.752189695835114,18.691335797309875
29.125003807246685,18.70085757225752
29.168950460851192,19.247260965406895
28.77489546686411,22.04666280001402
28.352275148034096,22.79155857861042
28.42405468225479,21.776390880346298
27.90841394662857,20.677724540233612
27.23676259070635,16.822870574891567
26.847834706306458,14.818170726299286
26.495529033243656,11.97335734963417
26.57463300973177,11.425489068031311
29.823755599558353,26.306558422744274
29.85158848017454,26.764336064457893
29.686056084930897,26.96282844990492
29.897732466459274,26.061922051012516
29.946073785424232,27.804406866431236
29.628925435245037,27.395702987909317
29.42603838443756,26.36222418397665
29.165288239717484,24.966185487806797
29.133060693740845,21.24097415059805
28.604968406260014,18.960142828524113
28.780755020678043,18.815118871629238
28.933835864067078,19.43330179899931
28.626209288835526,23.006164737045765
28.2892849445343,22.919736318290234
28.136204101145267,21.271004363894463
28.12155521661043,19.51460310816765
27.22870570421219,15.832605980336666
27.049989312887192,13.442640468478203
26.573168121278286,11.82613606005907
26.580492563545704,13.02002014964819
30.087435521185398,26.629566326737404
29.877224028110504,26.16519668698311
29.86257514357567,27.17670216411352
30.012726210057735,26.426679275929928
29.852320924401283,26.614917442202568
29.563005454838276,27.173772387206554
29.48683125525713,26.61638233065605
29.231208220124245,24.927365943789482
28.960203856229782,21.144291512668133
28.405743576586246,19.285348065197468
28.634266175329685,19.228217415511608
28.719229705631733,19.43696402013302
28.569078639149666,22.793755911290646
28.24387340247631,22.544724874198437
28.24826806783676,20.68065431714058
28.113498330116272,18.51335185021162
27.578081600368023,15.95272683352232
27.258735917508602,12.31687369197607
26.699880972504616,11.837122723460197
26.298501536250114,12.342509239912033
29.743186734616756,26.522629469633102
29.90066224336624,26.60393077880144
30.13284706324339,26.958433784544468
30.046418644487858,26.817072048783302
29.927030235528946,26.929136015474796
29.647236540913582,27.003112882375717
29.34034240990877,26.904232911765575
29.239265106618404,24.25571458786726
28.375713363289833,20.584704123437405
28.7309488132596,19.631794184446335
28.774163022637367,19.176946319639683
28.68919949233532,19.708700828254223
28.67674794048071,22.28836939483881
28.24314095824957,22.223914302885532
28.367656476795673,21.07324442267418
28.13766898959875,19.571001313626766
27.600054927170277,17.411755733191967
27.40961942821741,13.134281449019909
26.773857839405537,11.150090038776398
26.176915794610977,12.127903081476688
29.85891292244196,26.391521953046322
29.62965787947178,26.972350224852562
30.00173954665661,26.994323551654816
29.78566849976778,26.91009246557951
29.803247161209583,26.973815113306046
29.636249877512455,26.68596453219652
28.96386607736349,26.825128935277462
29.226081110537052,24.887081511318684
29.023926503956318,20.923093356192112
28.883297212421894,19.57319864630699
28.749259918928146,19.06195257604122
28.843745224177837,19.43403424322605
28.71776481717825,22.371135592460632
28.355204924941063,22.44364757090807
28.139866322278976,21.354503005743027
28.085665449500084,21.76100955158472
27.525345616042614,19.186468094587326
27.45869319140911,15.303781248629093
26.842707596719265,12.728507347404957
26.400311283767223,13.063966803252697
29.67873164266348,26.35856196284294
29.483901478350163,26.788506723940372
29.520523689687252,27.227240815758705
29.599627666175365,27.09027374535799
29.647968985140324,26.442060604691505
29.13892024755478,25.71620837599039
28.624744400382042,26.425946831703186
28.646717727184296,25.144901879131794
29.00488295406103,22.15726187825203
28.843745224177837,19.910122990608215
28.755851916968822,18.65178380906582
28.908200316131115,18.82464064657688
28.78807946294546,22.30082094669342
28.389629803597927,22.54985198378563
28.101779222488403,21.175054170191288
28.03952146321535,21.139896847307682
27.58101137727499,19.09857478737831
27.325388342142105,16.29990539699793
26.870540477335453,14.522263258695602
26.666188538074493,14.060823395848274
29.778344057500362,25.505996882915497
29.387951284646988,26.050202943384647
29.60182499885559,27.175237275660038
29.398205503821373,26.44865260273218
29.073000267148018,25.58949552476406
28.385235138237476,25.70302437990904
28.93090608716011,26.417157500982285
28.998290956020355,24.622669145464897
29.352793961763382,22.429731130599976
28.85692922025919,20.323953978717327
28.81591234356165,18.568285167217255
28.92211675643921,18.024079106748104
28.654042169451714,21.651142917573452
28.451155118644238,22.46415600925684
28.236548960208893,21.111331522464752
28.016083247959614,20.364238411188126
27.69966734200716,17.996978670358658
